Province     , District         , Crop     , Area_Ha, Production_Mt, Yield_MtHa, Year_BS, Year_AD
GANDAKI      , MYAGDI           , Maize    , 9435.0 , 32200.0      , 3.41      , 2078/79, 2021/22
GANDAKI      , MYAGDI           , Wheat    , 2530.0 , 6272.0       , 2.48      , 2078/79, 2021/22
GANDAKI      , BAGLUNG          , Maize    , 18850.0, 64260.0      , 3.41      , 2078/79, 2021/22
GANDAKI      , BAGLUNG          , Wheat    , 6900.0 , 17319.0      , 2.51      , 2078/79, 2021/22
GANDAKI      , NAWALPARASI EAST , Maize    , 5101.0 , 15556.0      , 3.05      , 2078/79, 2021/22
GANDAKI      , NAWALPARASI EAST , Wheat    , 7605.0 , 20930.0      , 2.75      , 2078/79, 2021/22
LUMBINI      , PALPA            , Maize    , 21643.0, 55779.0      , 2.58      , 2078/79, 2021/22
LUMBINI      , PALPA            , Wheat    , 5786.0 , 13572.0      , 2.35      , 2078/79, 2021/22
LUMBINI      , GULMI            , Maize    , 22445.0, 68269.0      , 3.04      , 2078/79, 2021/22
LUMBINI      , GULMI            , Wheat    , 6517.0 , 19386.0      , 2.97      , 2078/79, 2021/22
LUMBINI      , ARGHAKHANCHI     , Maize    , 16955.0, 54975.0      , 3.24      , 2078/79, 2021/22
LUMBINI      , ARGHAKHANCHI     , Wheat    , 7340.0 , 19955.0      , 2.72      , 2078/79, 2021/22
LUMBINI      , NAWALPARASIWEST, Maize    , 4466.0 , 15419.0      , 3.45      , 2078/79, 2021/22
LUMBINI      , NAWALPARASIWEST, Wheat    , 7638.0 , 22303.0      , 2.92      , 2078/79, 2021/22
LUMBINI      , RUPANDEHI        , Maize    , 2751.0 , 10752.0      , 3.91      , 2078/79, 2021/22
LUMBINI      , RUPANDEHI        , Wheat    , 26118.0, 103167.0     , 3.95      , 2078/79, 2021/22
LUMBINI      , KAPILBASTU       , Maize    , 1334.0 , 4451.0       , 3.34      , 2078/79, 2021/22
LUMBINI      , KAPILBASTU       , Wheat    , 26292.0, 98184.0      , 3.73      , 2078/79, 2021/22
LUMBINI      , DANG             , Maize    , 24900.0, 77847.0      , 3.13      , 2078/79, 2021/22
LUMBINI      , DANG             , Wheat    , 12690.0, 39694.0      , 3.13      , 2078/79, 2021/22
LUMBINI      , BANKE            , Maize    , 19545.0, 62192.0      , 3.18      , 2078/79, 2021/22
LUMBINI      , BANKE            , Wheat    , 23500.0, 79000.0      , 3.36      , 2078/79, 2021/22
LUMBINI      , BARDIYA          , Maize    , 5350.0 , 20008.0      , 3.74      , 2078/79, 2021/22
LUMBINI      , BARDIYA          , Wheat    , 23500.0, 79500.0      , 3.38      , 2078/79, 2021/22
LUMBINI      , RUKUMEAST       , Maize    , 5037.0 , 14559.0      , 2.89      , 2078/79, 2021/22
LUMBINI      , RUKUMEAST       , Wheat    , 3273.0 , 8952.0       , 2.74      , 2078/79, 2021/22
LUMBINI      , PYUTHAN          , Maize    , 12158.0, 35626.0      , 2.93      , 2078/79, 2021/22
LUMBINI      , PYUTHAN          , Wheat    , 8690.0 , 24959.0      , 2.87      , 2078/79, 2021/22
LUMBINI      , ROLPA            , Maize    , 12335.0, 38500.0      , 3.12      , 2078/79, 2021/22
LUMBINI      , ROLPA            , Wheat    , 8596.0 , 24400.0      , 2.84      , 2078/79, 2021/22
KARNALI      , DOLPA            , Maize    , 2204.0 , 2798.0       , 1.27      , 2078/79, 2021/22
KARNALI      , DOLPA            , Wheat    , 2805.0 , 4010.0       , 1.43      , 2078/79, 2021/22
KARNALI      , MUGU             , Maize    , 1120.0 , 2350.0       , 2.1       , 2078/79, 2021/22
KARNALI      , MUGU             , Wheat    , 1795.0 , 1870.0       , 1.04      , 2078/79, 2021/22
KARNALI      , HUMLA            , Maize    , 219.0  , 252.0        , 1.15      , 2078/79, 2021/22
KARNALI      , HUMLA            , Wheat    , 1172.0 , 1526.0       , 1.3       , 2078/79, 2021/22
KARNALI      , JUMLA            , Maize    , 4200.0 , 6720.0       , 1.6       , 2078/79, 2021/22
KARNALI      , JUMLA            , Wheat    , 2355.0 , 5290.0       , 2.25      , 2078/79, 2021/22
KARNALI      , KALIKOT          , Maize    , 3036.0 , 8535.0       , 2.81      , 2078/79, 2021/22
KARNALI      , KALIKOT          , Wheat    , 5508.0 , 8567.0       , 1.56      , 2078/79, 2021/22
KARNALI      , RUKUMWEST       , Maize    , 8350.0 , 31954.0      , 3.83      , 2078/79, 2021/22
KARNALI      , RUKUMWEST       , Wheat    , 9385.0 , 22247.0      , 2.37      , 2078/79, 2021/22
KARNALI      , SALYAN           , Maize    , 19335.0, 60256.0      , 3.12      , 2078/79, 2021/22
KARNALI      , SALYAN           , Wheat    , 13217.0, 41610.0      , 3.15      , 2078/79, 2021/22
KARNALI      , JAJARKOT         , Maize    , 10500.0, 34650.0      , 3.3       , 2078/79, 2021/22
