Province,District,Crop,Area_Ha,Production_Mt,Yield_MtHa,Year_BS,Year_AD
BAGMATI,SINDHUPALCHOK,Wheat,6898,11175,1.62,2079/80,2022/23
BAGMATI,RASUWA,Maize,2524,6374,2.53,2079/80,2022/23
BAGMATI,RASUWA,Wheat,759,1230,1.62,2079/80,2022/23
BAGMATI,RAMECHAP,Maize,22166,65168,2.94,2079/80,2022/23
BAGMATI,RAMECHAP,Wheat,3674,8560,2.33,2079/80,2022/23
BAGMATI,SINDHULI,Maize,24924,81981,3.29,2079/80,2022/23
BAGMATI,SINDHULI,Wheat,5083,13712,2.7,2079/80,2022/23
BAGMATI,KAVRE,Maize,25620,89670,3.5,2079/80,2022/23
BAGMATI,KAVRE,Wheat,8550,24795,2.9,2079/80,2022/23
BAGMATI,BHAKTAPUR,Maize,1849,9337,5.05,2079/80,2022/23
BAGMATI,BHAKTAPUR,Wheat,1892,9782,5.17,2079/80,2022/23
BAGMATI,LALITPUR,Maize,9160,36823,4.02,2079/80,2022/23
BAGMATI,LALITPUR,Wheat,2502,9357,3.74,2079/80,2022/23
BAGMATI,KATHMANDU,Maize,6317,25331,4.01,2079/80,2022/23
BAGMATI,KATHMANDU,Wheat,2043,9480,4.64,2079/80,2022/23
BAGMATI,NUWAKOT,Maize,16218,49457,3.05,2079/80,2022/23
BAGMATI,NUWAKOT,Wheat,4493,16021,3.57,2079/80,2022/23
BAGMATI,DHADING,Maize,19530,48750,2.5,2079/80,2022/23
BAGMATI,DHADING,Wheat,4650,13113,2.82,2079/80,2022/23
BAGMATI,MAKWANPUR,Maize,24120,72360,3.0,2079/80,2022/23
BAGMATI,MAKWANPUR,Wheat,3840,13440,3.5,2079/80,2022/23
BAGMATI,CHITWAN,Maize,26116,96629,3.7,2079/80,2022/23
BAGMATI,CHITWAN,Wheat,3460,15224,4.4,2079/80,2022/23
GANDAKI,MANANG,Maize,135,267,1.98,2079/80,2022/23
GANDAKI,MANANG,Wheat,105,247,2.35,2079/80,2022/23
GANDAKI,MUSTANG,Maize,55,81,1.47,2079/80,2022/23
GANDAKI,MUSTANG,Wheat,74,125,1.69,2079/80,2022/23
GANDAKI,GORKHA,Maize,18005,44832,2.49,2079/80,2022/23
GANDAKI,GORKHA,Wheat,2500,5925,2.37,2079/80,2022/23
GANDAKI,LAMJUNG,Maize,12570,30797,2.45,2079/80,2022/23
GANDAKI,LAMJUNG,Wheat,15,39,2.62,2079/80,2022/23
GANDAKI,TANAHU,Maize,19200,62976,3.28,2079/80,2022/23
GANDAKI,TANAHU,Wheat,1200,3012,2.51,2079/80,2022/23
GANDAKI,KASKI,Maize,12443,36707,2.95,2079/80,2022/23
GANDAKI,KASKI,Wheat,5500,13805,2.51,2079/80,2022/23
GANDAKI,PARBAT,Maize,12500,32313,2.59,2079/80,2022/23
GANDAKI,PARBAT,Wheat,2230,5441,2.44,2079/80,2022/23
GANDAKI,SYANGJA,Maize,20800,68432,3.29,2079/80,2022/23
GANDAKI,SYANGJA,Wheat,4175,12024,2.88,2079/80,2022/23
GANDAKI,MYAGDI,Maize,8800,29920,3.4,2079/80,2022/23
GANDAKI,MYAGDI,Wheat,2400,5952,2.48,2079/80,2022/23
GANDAKI,BAGLUNG,Maize,15500,52700,3.4,2079/80,2022/23
GANDAKI,BAGLUNG,Wheat,6005,15072,2.51,2079/80,2022/23
GANDAKI,NAWALPARASIEAST,Maize,9500,28880,3.04,2079/80,2022/23
GANDAKI,NAWALPARASIEAST,Wheat,7110,19481,2.74,2079/80,2022/23
LUMBINI,PALPA,Maize,21867,58136,2.66,2079/80,2022/23
LUMBINI,PALPA,Wheat,5760,13248,2.3,2079/80,2022/23
LUMBINI,GULMI,Maize,22488,68389,3.04,2079/80,2022/23
LUMBINI,GULMI,Wheat,6480,19375,2.99,2079/80,2022/23
LUMBINI,ARGHAKHANCHI,Maize,16965,54381,3.21,2079/80,2022/23
LUMBINI,ARGHAKHANCHI,Wheat,5245,14424,2.75,2079/80,2022/23
LUMBINI,NAWALPARASIWEST,Maize,2146,7362,3.43,2079/80,2022/23
LUMBINI,NAWALPARASIWEST,Wheat,8500,26775,3.15,2079/80,2022/23
LUMBINI,RUPANDEHI,Maize,2600,10214,3.93,2079/80,2022/23
LUMBINI,RUPANDEHI,Wheat,26702,105695,3.96,2079/80,2022/23
LUMBINI,KAPILBASTU,Maize,1352,4519,3.34,2079/80,2022/23
LUMBINI,KAPILBASTU,Wheat,28305,97540,3.45,2079/80,2022/23
LUMBINI,DANG,Maize,24990,81554,3.26,2079/80,2022/23
LUMBINI,DANG,Wheat,12235,39215,3.21,2079/80,2022/23
LUMBINI,BANKE,Maize,9023,37544,4.16,2079/80,2022/23
LUMBINI,BANKE,Wheat,23510,79090,3.36,2079/80,2022/23
LUMBINI,BARDIYA,Maize,5660,21192,3.74,2079/80,2022/23
LUMBINI,BARDIYA,Wheat,22900,83550,3.65,2079/80,2022/23
LUMBINI,RUKUMEAST,Maize,5050,14635,2.9,2079/80,2022/23
LUMBINI,RUKUMEAST,Wheat,3250,8775,2.7,2079/80,2022/23
LUMBINI,PYUTHAN,Maize,12140,36650,3.02,2079/80,2022/23
LUMBINI,PYUTHAN,Wheat,8696,25114,2.89,2079/80,2022/23
LUMBINI,ROLPA,Maize,12735,38842,3.05,2079/80,2022/23
LUMBINI,ROLPA,Wheat,8598,22219,2.58,2079/80,2022/23
KARNALI,DOLPA,Maize,2359,3732,1.58,2079/80,2022/23
KARNALI,DOLPA,Wheat,2375,4065,1.71,2079/80,2022/23
KARNALI,MUGU,Maize,2635,1341,0.51,2079/80,2022/23
KARNALI,MUGU,Wheat,1782,3276,1.84,2079/80,2022/23
KARNALI,HUMLA,Maize,239,273,1.14,2079/80,2022/23
KARNALI,HUMLA,Wheat,1072,1137,1.06,2079/80,2022/23
KARNALI,JUMLA,Maize,4452,11175,2.51,2079/80,2022/23
KARNALI,JUMLA,Wheat,2461,5400,2.19,2079/80,2022/23
KARNALI,KALIKOT,Maize,3773,8268,2.19,2079/80,2022/23
KARNALI,KALIKOT,Wheat,5606,11594,2.07,2079/80,2022/23
KARNALI,RUKUMWEST,Maize,9913,19959,2.01,2079/80,2022/23
KARNALI,RUKUMWEST,Wheat,9085,21713,2.39,2079/80,2022/23
KARNALI,SALYAN,Maize,17650,53825,3.05,2079/80,2022/23
KARNALI,SALYAN,Wheat,13125,28528,2.17,2079/80,2022/23
KARNALI,JAJARKOT,Maize,10450,25637,2.45,2079/80,2022/23
KARNALI,JAJARKOT,Wheat,10432,25110,2.41,2079/80,2022/23
KARNALI,DAILEKH,Maize,19125,42213,2.21,2079/80,2022/23
KARNALI,DAILEKH,Wheat,13285,15405,1.16,2079/80,2022/23
KARNALI,SURKHET,Maize,15252,46036,3.02,2079/80,2022/23
KARNALI,SURKHET,Wheat,12192,35370,2.9,2079/80,2022/23
SUDURPASHCHIM,BAJURA,Maize,1350,2025,1.5,2079/80,2022/23
SUDURPASHCHIM,BAJURA,Wheat,6450,9675,1.5,2079/80,2022/23
SUDURPASHCHIM,BAJHANG,Maize,4080,6038,1.48,2079/80,2022/23
SUDURPASHCHIM,BAJHANG,Wheat,9372,16879,1.8,2079/80,2022/23
SUDURPASHCHIM,DARCHULA,Maize,4538,8259,1.82,2079/80,2022/23
SUDURPASHCHIM,DARCHULA,Wheat,5965,10396,1.74,2079/80,2022/23
SUDURPASHCHIM,ACHHAM,Maize,5688,12514,2.2,2079/80,2022/23
SUDURPASHCHIM,ACHHAM,Wheat,10730,17168,1.6,2079/80,2022/23
SUDURPASHCHIM,DOTI,Maize,3650,10200,2.79,2079/80,2022/23
SUDURPASHCHIM,DOTI,Wheat,10290,17209,1.67,2079/80,2022/23
SUDURPASHCHIM,BAITADI,Maize,7560,21244,2.81,2079/80,2022/23
SUDURPASHCHIM,BAITADI,Wheat,12400,22996,1.85,2079/80,2022/23
SUDURPASHCHIM,DADELDHURA,Maize,3500,7829,2.24,2079/80,2022/23
SUDURPASHCHIM,DADELDHURA,Wheat,7600,14440,1.9,2079/80,2022/23
SUDURPASHCHIM,KAILALI,Maize,5975,19419,3.25,2079/80,2022/23
SUDURPASHCHIM,KAILALI,Wheat,39565,145995,3.69,2079/80,2022/23
SUDURPASHCHIM,KANCHANPUR,Maize,3095,13928,4.5,2079/80,2022/23
SUDURPASHCHIM,KANCHANPUR,Wheat,31210,100808,3.23,2079/80,2022/23
KOSHI,TAPLEJUNG,Millet,2966,4270,1.44,2079/80,2022/23
KOSHI,TAPLEJUNG,Buckwheat,116,126,1.09,2079/80,2022/23
KOSHI,TAPLEJUNG,Barley,266,372,1.4,2079/80,2022/23
KOSHI,SANKHUWASABHA,Millet,6666,8666,1.3,2079/80,2022/23
KOSHI,SANKHUWASABHA,Buckwheat,16,20,1.3,2079/80,2022/23
KOSHI,SANKHUWASABHA,Barley,13,16,1.3,2079/80,2022/23
KOSHI,SOLUKHUMBU,Millet,2105,2800,1.33,2079/80,2022/23
KOSHI,SOLUKHUMBU,Buckwheat,301,275,0.92,2079/80,2022/23
KOSHI,SOLUKHUMBU,Barley,165,178,1.08,2079/80,2022/23
KOSHI,PANCHTHAR,Millet,3208,6416,2.0,2079/80,2022/23
KOSHI,PANCHTHAR,Buckwheat,51,38,0.75,2079/80,2022/23
KOSHI,PANCHTHAR,Barley,300,390,1.3,2079/80,2022/23
KOSHI,ILLAM,Millet,1597,1916,1.2,2079/80,2022/23
KOSHI,ILLAM,Buckwheat,19,20,1.05,2079/80,2022/23
KOSHI,ILLAM,Barley,50,62,1.24,2079/80,2022/23
KOSHI,TERHATHUM,Millet,2123,2548,1.2,2079/80,2022/23
KOSHI,TERHATHUM,Buckwheat,21,20,0.95,2079/80,2022/23
KOSHI,TERHATHUM,Barley,52,61,1.18,2079/80,2022/23
KOSHI,DHANKUTA,Millet,7228,8240,1.14,2079/80,2022/23
KOSHI,DHANKUTA,Buckwheat,4,405,101.25,2079/80,2022/23
KOSHI,DHANKUTA,Barley,3,3,1.0,2079/80,2022/23
KOSHI,BHOJPUR,Millet,5048,7067,1.4,2079/80,2022/23
KOSHI,BHOJPUR,Buckwheat,27,22,0.8,2079/80,2022/23
KOSHI,BHOJPUR,Barley,10,12,1.2,2079/80,2022/23
KOSHI,KHOTANG,Millet,21315,38367,1.8,2079/80,2022/23
KOSHI,KHOTANG,Buckwheat,550,579,1.05,2079/80,2022/23
KOSHI,KHOTANG,Barley,350,478,1.37,2079/80,2022/23
KOSHI,OKHALDHUNGA,Millet,7751,19378,2.5,2079/80,2022/23
KOSHI,OKHALDHUNGA,Buckwheat,93,87,0.94,2079/80,2022/23
KOSHI,OKHALDHUNGA,Barley,80,110,1.38,2079/80,2022/23
KOSHI,UDAYAPUR,Millet,2768,5453,1.97,2079/80,2022/23
KOSHI,UDAYAPUR,Buckwheat,18,20,1.12,2079/80,2022/23
KOSHI,UDAYAPUR,Barley,23,40,1.75,2079/80,2022/23
KOSHI,JHAPA,Millet,850,1105,1.3,2079/80,2022/23
KOSHI,JHAPA,Buckwheat,1850,3719,2.01,2079/80,2022/23
KOSHI,JHAPA,Barley,5,10,1.9,2079/80,2022/23
KOSHI,MORANG,Millet,1290,1587,1.23,2079/80,2022/23
KOSHI,MORANG,Barley,N/A,N/A,N/A,2079/80,2022/23
KOSHI,MORANG,Buckwheat,52,59,1.13,2079/80,2022/23
KOSHI,SUNSARI,Millet,457,562,1.23,2079/80,2022/23
KOSHI,SUNSARI,Barley,N/A,N/A,N/A,2079/80,2022/23
KOSHI,SUNSARI,Buckwheat,253,264,1.04,2079/80,2022/23
MADHESH,SAPTARI,Millet,210,273,1.3,2079/80,2022/23
MADHESH,SAPTARI,Barley,59,59,1.0,2079/80,2022/23
MADHESH,SAPTARI,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
MADHESH,SIRAHA,Millet,645,696,1.08,2079/80,2022/23
MADHESH,SIRAHA,Barley,10,12,1.2,2079/80,2022/23
MADHESH,SIRAHA,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
MADHESH,DHANUSHA,Millet,210,189,0.9,2079/80,2022/23
MADHESH,DHANUSHA,Barley,1,1,1.5,2079/80,2022/23
MADHESH,DHANUSHA,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
MADHESH,MAHOTTARI,Millet,300,330,1.0,2079/80,2022/23
MADHESH,MAHOTTARI,Barley,10,12,1.18,2079/80,2022/23
MADHESH,MAHOTTARI,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
MADHESH,SARLAHI,Millet,835,1670,2.0,2079/80,2022/23
MADHESH,SARLAHI,Barley,26,29,1.12,2079/80,2022/23
MADHESH,SARLAHI,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
MADHESH,RAUTAHAT,Millet,70,60,0.86,2079/80,2022/23
MADHESH,RAUTAHAT,Barley,3,3,1.17,2079/80,2022/23
MADHESH,RAUTAHAT,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
MADHESH,BARA,Millet,5,5,1.0,2079/80,2022/23
MADHESH,BARA,Barley,3,3,1.08,2079/80,2022/23
MADHESH,BARA,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
MADHESH,PARSA,Millet,36,36,1.0,2079/80,2022/23
MADHESH,PARSA,Barley,35,51,1.46,2079/80,2022/23
MADHESH,PARSA,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
BAGMATI,DOLAKHA,Millet,3675,5219,1.42,2079/80,2022/23
BAGMATI,DOLAKHA,Buckwheat,935,870,0.93,2079/80,2022/23
BAGMATI,DOLAKHA,Barley,136,165,1.21,2079/80,2022/23
BAGMATI,SINDHUPALCHOK,Millet,17550,23693,1.35,2079/80,2022/23
BAGMATI,SINDHUPALCHOK,Barley,165,155,0.94,2079/80,2022/23
BAGMATI,SINDHUPALCHOK,Buckwheat,205,185,0.9,2079/80,2022/23
BAGMATI,RASUWA,Millet,895,1012,1.13,2079/80,2022/23
BAGMATI,RASUWA,Barley,243,331,1.36,2079/80,2022/23
BAGMATI,RASUWA,Buckwheat,21,19,0.9,2079/80,2022/23
BAGMATI,RAMECHAP,Millet,4884,5470,1.12,2079/80,2022/23
BAGMATI,RAMECHAP,Barley,63,85,1.35,2079/80,2022/23
BAGMATI,RAMECHAP,Buckwheat,18,15,0.83,2079/80,2022/23
BAGMATI,SINDHULI,Millet,12065,12371,1.03,2079/80,2022/23
BAGMATI,SINDHULI,Barley,36,58,1.61,2079/80,2022/23
BAGMATI,SINDHULI,Buckwheat,456,376,0.82,2079/80,2022/23
BAGMATI,KAVRE,Millet,3510,4563,1.3,2079/80,2022/23
BAGMATI,KAVRE,Barley,347,340,0.98,2079/80,2022/23
BAGMATI,KAVRE,Buckwheat,600,648,1.08,2079/80,2022/23
BAGMATI,BHAKTAPUR,Millet,86,224,2.6,2079/80,2022/23
BAGMATI,BHAKTAPUR,Barley,16,50,3.1,2079/80,2022/23
BAGMATI,BHAKTAPUR,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
BAGMATI,LALITPUR,Millet,520,546,1.05,2079/80,2022/23
BAGMATI,LALITPUR,Barley,40,48,1.21,2079/80,2022/23
BAGMATI,LALITPUR,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
BAGMATI,KATHMANDU,Millet,602,632,1.05,2079/80,2022/23
BAGMATI,KATHMANDU,Barley,N/A,N/A,N/A,2079/80,2022/23
BAGMATI,KATHMANDU,Buckwheat,4,4,1.03,2079/80,2022/23
BAGMATI,NUWAKOT,Millet,5114,7258,1.42,2079/80,2022/23
BAGMATI,NUWAKOT,Barley,154,194,1.26,2079/80,2022/23
BAGMATI,NUWAKOT,Buckwheat,219,231,1.05,2079/80,2022/23
BAGMATI,DHADING,Millet,6920,6445,0.93,2079/80,2022/23
BAGMATI,DHADING,Barley,278,312,1.12,2079/80,2022/23
BAGMATI,DHADING,Buckwheat,92,78,0.85,2079/80,2022/23
BAGMATI,MAKWANPUR,Millet,2655,3186,1.2,2079/80,2022/23
BAGMATI,MAKWANPUR,Barley,240,312,1.3,2079/80,2022/23
BAGMATI,MAKWANPUR,Buckwheat,170,187,1.1,2079/80,2022/23
BAGMATI,CHITWAN,Millet,1464,1610,1.1,2079/80,2022/23
BAGMATI,CHITWAN,Barley,15,26,1.76,2079/80,2022/23
BAGMATI,CHITWAN,Buckwheat,1050,1113,1.06,2079/80,2022/23
GANDAKI,MANANG,Millet,2,2,1.0,2079/80,2022/23
GANDAKI,MANANG,Buckwheat,80,128,1.6,2079/80,2022/23
GANDAKI,MANANG,Barley,122,195,1.6,2079/80,2022/23
GANDAKI,MUSTANG,Millet,2,2,1.0,2079/80,2022/23
GANDAKI,MUSTANG,Buckwheat,125,237,1.9,2079/80,2022/23
GANDAKI,MUSTANG,Barley,44,69,1.57,2079/80,2022/23
GANDAKI,GORKHA,Millet,11200,13664,1.22,2079/80,2022/23
GANDAKI,GORKHA,Buckwheat,200,284,1.42,2079/80,2022/23
GANDAKI,GORKHA,Barley,110,141,1.28,2079/80,2022/23
GANDAKI,LAMJUNG,Millet,7200,8784,1.22,2079/80,2022/23
GANDAKI,LAMJUNG,Buckwheat,15,14,0.95,2079/80,2022/23
GANDAKI,LAMJUNG,Barley,10,18,1.75,2079/80,2022/23
GANDAKI,TANAHU,Millet,6105,7021,1.15,2079/80,2022/23
GANDAKI,TANAHU,Buckwheat,100,102,1.02,2079/80,2022/23
GANDAKI,TANAHU,Barley,4,5,1.18,2079/80,2022/23
GANDAKI,KASKI,Millet,9195,14252,1.55,2079/80,2022/23
GANDAKI,KASKI,Buckwheat,10,12,1.19,2079/80,2022/23
GANDAKI,KASKI,Barley,6,6,1.0,2079/80,2022/23
GANDAKI,PARBAT,Millet,7350,8159,1.11,2079/80,2022/23
GANDAKI,PARBAT,Buckwheat,110,145,1.32,2079/80,2022/23
GANDAKI,PARBAT,Barley,55,72,1.31,2079/80,2022/23
GANDAKI,SYANGJA,Millet,11075,13622,1.23,2079/80,2022/23
GANDAKI,SYANGJA,Buckwheat,150,162,1.08,2079/80,2022/23
GANDAKI,SYANGJA,Barley,6,6,1.0,2079/80,2022/23
GANDAKI,MYAGDI,Millet,2500,3075,1.23,2079/80,2022/23
GANDAKI,MYAGDI,Buckwheat,160,178,1.11,2079/80,2022/23
GANDAKI,MYAGDI,Barley,260,374,1.44,2079/80,2022/23
GANDAKI,BAGLUNG,Millet,8460,10744,1.27,2079/80,2022/23
GANDAKI,BAGLUNG,Buckwheat,80,120,1.5,2079/80,2022/23
GANDAKI,BAGLUNG,Barley,95,141,1.48,2079/80,2022/23
GANDAKI,NAWALPARASIEAST,Millet,258,294,1.14,2079/80,2022/23
GANDAKI,NAWALPARASIEAST,Buckwheat,95,95,1.0,2079/80,2022/23
GANDAKI,NAWALPARASIEAST,Barley,150,188,1.25,2079/80,2022/23
LUMBINI,PALPA,Millet,2418,3216,1.33,2079/80,2022/23
LUMBINI,PALPA,Buckwheat,198,182.2,0.92,2079/80,2022/23
LUMBINI,PALPA,Barley,144,162.7,1.13,2079/80,2022/23
LUMBINI,GULMI,Millet,2921,3827,1.31,2079/80,2022/23
LUMBINI,GULMI,Buckwheat,205,389.5,1.9,2079/80,2022/23
LUMBINI,GULMI,Barley,420,546,1.3,2079/80,2022/23
LUMBINI,ARGHAKHANCHI,Millet,501,615,1.23,2079/80,2022/23
LUMBINI,ARGHAKHANCHI,Buckwheat,97,91.2,0.94,2079/80,2022/23
LUMBINI,ARGHAKHANCHI,Barley,300,345,1.15,2079/80,2022/23
LUMBINI,NAWALPARASIWEST,Millet,45,47,1.04,2079/80,2022/23
LUMBINI,NAWALPARASIWEST,Buckwheat,5,5.8,1.15,2079/80,2022/23
LUMBINI,NAWALPARASIWEST,Barley,10,12,1.2,2079/80,2022/23
LUMBINI,RUPANDEHI,Millet,38,44,1.16,2079/80,2022/23
LUMBINI,RUPANDEHI,Barley,70,138.5,1.98,2079/80,2022/23
LUMBINI,RUPANDEHI,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
LUMBINI,KAPILBASTU,Millet,N/A,N/A,N/A,2079/80,2022/23
LUMBINI,KAPILBASTU,Barley,97,181.4,1.87,2079/80,2022/23
LUMBINI,KAPILBASTU,Buckwheat,19,18.5,0.97,2079/80,2022/23
LUMBINI,DANG,Millet,15,21,1.4,2079/80,2022/23
LUMBINI,DANG,Barley,16,32,2.0,2079/80,2022/23
LUMBINI,DANG,Buckwheat,35,53.6,1.53,2079/80,2022/23
LUMBINI,BANKE,Millet,N/A,N/A,N/A,2079/80,2022/23
LUMBINI,BANKE,Barley,6,8,1.33,2079/80,2022/23
LUMBINI,BANKE,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
LUMBINI,BARDIYA,Millet,N/A,N/A,N/A,2079/80,2022/23
LUMBINI,BARDIYA,Barley,6,8,1.33,2079/80,2022/23
LUMBINI,BARDIYA,Buckwheat,N/A,N/A,N/A,2079/80,2022/23
LUMBINI,RUKUMEAST,Millet,576,756,1.31,2079/80,2022/23
LUMBINI,RUKUMEAST,Buckwheat,155,180,1.16,2079/80,2022/23
LUMBINI,RUKUMEAST,Barley,448,672,1.5,2079/80,2022/23
LUMBINI,PYUTHAN,Millet,1894,2519,1.33,2079/80,2022/23
LUMBINI,PYUTHAN,Buckwheat,65,74.8,1.15,2079/80,2022/23
LUMBINI,PYUTHAN,Barley,560,606,1.08,2079/80,2022/23
LUMBINI,ROLPA,Millet,1235,1535,1.24,2079/80,2022/23
LUMBINI,ROLPA,Buckwheat,80,76.1,0.95,2079/80,2022/23
LUMBINI,ROLPA,Barley,546,640,1.17,2079/80,2022/23
KARNALI,DOLPA,Millet,294,303,1.03,2079/80,2022/23
KARNALI,DOLPA,Buckwheat,807,997,1.24,2079/80,2022/23
KARNALI,DOLPA,Barley,334,345,1.03,2079/80,2022/23
KARNALI,MUGU,Millet,2122,4196,1.98,2079/80,2022/23
KARNALI,MUGU,Buckwheat,609,684,1.12,2079/80,2022/23
KARNALI,MUGU,Barley,630,1140,1.81,2079/80,2022/23
KARNALI,HUMLA,Millet,1308,1402,1.07,2079/80,2022/23
KARNALI,HUMLA,Buckwheat,806,893,1.11,2079/80,2022/23
KARNALI,HUMLA,Barley,642,811,1.26,2079/80,2022/23
KARNALI,JUMLA,Millet,3165,3971,1.25,2079/80,2022/23
KARNALI,JUMLA,Buckwheat,87,95,1.09,2079/80,2022/23
KARNALI,JUMLA,Barley,815,4615,5.66,2079/80,2022/23
KARNALI,KALIKOT,Millet,1261,1362,1.08,2079/80,2022/23
KARNALI,KALIKOT,Buckwheat,123,142,1.15,2079/80,2022/23
KARNALI,KALIKOT,Barley,660,1297,1.96,2079/80,2022/23
KARNALI,RUKUMWEST,Millet,466,633,1.36,2079/80,2022/23
KARNALI,RUKUMWEST,Buckwheat,35,45,1.29,2079/80,2022/23
KARNALI,RUKUMWEST,Barley,413,518,1.25,2079/80,2022/23
KARNALI,SALYAN,Millet,1031,1205,1.17,2079/80,2022/23
KARNALI,SALYAN,Buckwheat,66,73,1.12,2079/80,2022/23
KARNALI,SALYAN,Barley,479,1275,1.7,2079/80,2022/23
KARNALI,JAJARKOT,Millet,1315,1887,1.44,2079/80,2022/23
KARNALI,JAJARKOT,Buckwheat,31,47,1.53,2079/80,2022/23
KARNALI,JAJARKOT,Barley,615,698,1.14,2079/80,2022/23
KARNALI,DAILEKH,Millet,2005,2744,1.37,2079/80,2022/23
KARNALI,DAILEKH,Buckwheat,28,26,0.94,2079/80,2022/23
KARNALI,DAILEKH,Barley,181,226,1.25,2079/80,2022/23
KARNALI,SURKHET,Millet,1842,3002,1.63,2079/80,2022/23
KARNALI,SURKHET,Buckwheat,56,85,1.52,2079/80,2022/23
KARNALI,SURKHET,Barley,631,998,1.58,2079/80,2022/23
SUDURPASHCHIM,BAJURA,Millet,2050,2460,1.2,2079/80,2022/23
SUDURPASHCHIM,BAJURA,Buckwheat,20,14,0.7,2079/80,2022/23
SUDURPASHCHIM,BAJURA,Barley,960,958,1.0,2079/80,2022/23
SUDURPASHCHIM,BAJHANG,Millet,2200,2404,1.09,2079/80,2022/23
