Province,District,Crop,Area_Ha,Production_Mt,Yield_MtHa,Year_BS,Year_AD
KOSHI,TERHATHUM,Buckwheat,21.0,21.0,0.98,2080/81,2023/24
KOSHI,TERHATHUM,Barley,50.0,58.6,1.17,2080/81,2023/24
KOSHI,DHANKUTA,Millet,7230.0,8242.0,1.14,2080/81,2023/24
KOSHI,DHANKUTA,Buckwheat,4.0,4.0,1.13,2080/81,2023/24
KOSHI,DHANKUTA,Barley,2.3,2.3,1.0,2080/81,2023/24
KOSHI,BHOJPUR,Millet,5052.0,7578.0,1.5,2080/81,2023/24
KOSHI,BHOJPUR,Buckwheat,28.0,23.0,0.82,2080/81,2023/24
KOSHI,BHOJPUR,Barley,8.0,9.6,1.2,2080/81,2023/24
KOSHI,KHOTANG,Millet,13332.0,23598.0,1.77,2080/81,2023/24
KOSHI,KHOTANG,Buckwheat,69.0,73.0,1.06,2080/81,2023/24
KOSHI,KHOTANG,Barley,23.3,31.28,1.34,2080/81,2023/24
KOSHI,OKHALDHUNGA,Millet,7751.0,12517.0,1.61,2080/81,2023/24
KOSHI,OKHALDHUNGA,Buckwheat,93.0,79.0,0.85,2080/81,2023/24
KOSHI,OKHALDHUNGA,Barley,80.0,125.0,1.56,2080/81,2023/24
KOSHI,UDAYAPUR,Millet,2768.0,5453.0,1.97,2080/81,2023/24
KOSHI,UDAYAPUR,Buckwheat,18.0,20.0,1.12,2080/81,2023/24
KOSHI,UDAYAPUR,Barley,23.0,40.25,1.75,2080/81,2023/24
KOSHI,JHAPA,Millet,800.0,1032.0,1.29,2080/81,2023/24
KOSHI,JHAPA,Buckwheat,2.0,4.0,2.01,2080/81,2023/24
KOSHI,JHAPA,Barley,5.0,9.5,1.9,2080/81,2023/24
KOSHI,MORANG,Millet,1320.0,1637.0,1.24,2080/81,2023/24
KOSHI,MORANG,Buckwheat,55.0,62.0,1.13,2080/81,2023/24
KOSHI,MORANG,Barley,N/A,N/A,N/A,2080/81,2023/24
KOSHI,SUNSARI,Millet,458.0,564.0,1.23,2080/81,2023/24
KOSHI,SUNSARI,Buckwheat,248.0,258.0,1.04,2080/81,2023/24
KOSHI,SUNSARI,Barley,N/A,N/A,N/A,2080/81,2023/24
MADHESH,SAPTARI,Millet,210.0,273.0,1.3,2080/81,2023/24
MADHESH,SAPTARI,Barley,79.0,79.0,1.0,2080/81,2023/24
MADHESH,SAPTARI,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
MADHESH,SIRAHA,Millet,645.0,6967.0,1.49,2080/81,2023/24
MADHESH,SIRAHA,Barley,95.0,152.0,1.06,2080/81,2023/24
MADHESH,SIRAHA,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
MADHESH,DHANUSHA,Millet,310.0,370.0,1.19,2080/81,2023/24
MADHESH,DHANUSHA,Barley,1.0,1.0,1.0,2080/81,2023/24
MADHESH,DHANUSHA,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
MADHESH,MAHOTTARI,Millet,350.0,385.0,1.0,2080/81,2023/24
MADHESH,MAHOTTARI,Barley,8.0,14.0,1.8,2080/81,2023/24
MADHESH,MAHOTTARI,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
MADHESH,SARLAHI,Millet,709.0,638.0,0.9,2080/81,2023/24
MADHESH,SARLAHI,Barley,62.0,71.0,1.14,2080/81,2023/24
MADHESH,SARLAHI,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
MADHESH,RAUTAHAT,Millet,25.0,25.0,1.0,2080/81,2023/24
MADHESH,RAUTAHAT,Barley,2.0,3.0,1.5,2080/81,2023/24
MADHESH,RAUTAHAT,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
MADHESH,BARA,Millet,5.0,5.0,1.0,2080/81,2023/24
MADHESH,BARA,Barley,3.0,3.0,0.9,2080/81,2023/24
MADHESH,BARA,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
MADHESH,PARSA,Millet,407.0,440.0,1.0,2080/81,2023/24
MADHESH,PARSA,Barley,28.0,37.0,1.3,2080/81,2023/24
MADHESH,PARSA,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
BAGMATI,DOLAKHA,Millet,3657.0,4864.0,1.33,2080/81,2023/24
BAGMATI,DOLAKHA,Buckwheat,1052.0,1157.0,1.1,2080/81,2023/24
BAGMATI,DOLAKHA,Barley,134.0,162.0,1.21,2080/81,2023/24
BAGMATI,SINDHUPALCHOK,Millet,17371.0,22756.0,1.31,2080/81,2023/24
BAGMATI,SINDHUPALCHOK,Buckwheat,203.0,183.0,0.9,2080/81,2023/24
BAGMATI,SINDHUPALCHOK,Barley,150.0,141.0,0.94,2080/81,2023/24
BAGMATI,RASUWA,Millet,897.0,1014.0,1.13,2080/81,2023/24
BAGMATI,RASUWA,Buckwheat,21.0,19.0,0.9,2080/81,2023/24
BAGMATI,RASUWA,Barley,242.0,329.0,1.36,2080/81,2023/24
BAGMATI,RAMECHAP,Millet,4886.0,5472.0,1.12,2080/81,2023/24
BAGMATI,RAMECHAP,Buckwheat,18.0,15.0,0.83,2080/81,2023/24
BAGMATI,RAMECHAP,Barley,61.0,82.0,1.35,2080/81,2023/24
BAGMATI,SINDHULI,Millet,10842.0,11059.0,1.02,2080/81,2023/24
BAGMATI,SINDHULI,Buckwheat,365.0,621.0,1.7,2080/81,2023/24
BAGMATI,SINDHULI,Barley,13.0,22.0,1.69,2080/81,2023/24
BAGMATI,KAVRE,Millet,3020.0,3896.0,1.29,2080/81,2023/24
BAGMATI,KAVRE,Buckwheat,510.0,520.0,1.02,2080/81,2023/24
BAGMATI,KAVRE,Barley,345.0,338.0,0.98,2080/81,2023/24
BAGMATI,BHAKTAPUR,Millet,81.0,211.0,2.6,2080/81,2023/24
BAGMATI,BHAKTAPUR,Barley,15.0,47.0,3.1,2080/81,2023/24
BAGMATI,BHAKTAPUR,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
BAGMATI,LALITPUR,Millet,518.0,544.0,1.05,2080/81,2023/24
BAGMATI,LALITPUR,Barley,39.0,47.0,1.21,2080/81,2023/24
BAGMATI,LALITPUR,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
BAGMATI,KATHMANDU,Millet,599.0,629.0,1.05,2080/81,2023/24
BAGMATI,KATHMANDU,Barley,N/A,N/A,N/A,2080/81,2023/24
BAGMATI,KATHMANDU,Buckwheat,4.0,4.0,1.03,2080/81,2023/24
BAGMATI,NUWAKOT,Millet,5114.0,7262.0,1.42,2080/81,2023/24
BAGMATI,NUWAKOT,Buckwheat,219.0,230.0,1.05,2080/81,2023/24
BAGMATI,NUWAKOT,Barley,153.0,193.0,1.26,2080/81,2023/24
BAGMATI,DHADING,Millet,7350.0,6762.0,0.92,2080/81,2023/24
BAGMATI,DHADING,Buckwheat,7.0,4.0,0.6,2080/81,2023/24
BAGMATI,DHADING,Barley,215.0,191.0,0.89,2080/81,2023/24
BAGMATI,MAKWANPUR,Millet,5550.0,7382.0,1.33,2080/81,2023/24
BAGMATI,MAKWANPUR,Barley,N/A,N/A,N/A,2080/81,2023/24
BAGMATI,MAKWANPUR,Buckwheat,1050.0,1365.0,1.3,2080/81,2023/24
BAGMATI,CHITWAN,Millet,1050.0,1208.0,1.15,2080/81,2023/24
BAGMATI,CHITWAN,Barley,N/A,N/A,N/A,2080/81,2023/24
BAGMATI,CHITWAN,Buckwheat,85.0,94.0,1.1,2080/81,2023/24
GANDAKI,MANANG,Millet,2.0,2.0,1.0,2080/81,2023/24
GANDAKI,MANANG,Buckwheat,296.0,295.0,1.0,2080/81,2023/24
GANDAKI,MANANG,Barley,50.0,102.0,2.04,2080/81,2023/24
GANDAKI,MUSTANG,Millet,N/A,N/A,N/A,2080/81,2023/24
GANDAKI,MUSTANG,Buckwheat,130.0,247.0,1.9,2080/81,2023/24
GANDAKI,MUSTANG,Barley,44.0,91.0,2.07,2080/81,2023/24
GANDAKI,GORKHA,Millet,11200.0,13550.0,1.21,2080/81,2023/24
GANDAKI,GORKHA,Buckwheat,200.0,285.0,1.43,2080/81,2023/24
GANDAKI,GORKHA,Barley,110.0,141.0,1.28,2080/81,2023/24
GANDAKI,LAMJUNG,Millet,7200.0,8640.0,1.2,2080/81,2023/24
GANDAKI,LAMJUNG,Buckwheat,17.0,16.0,0.94,2080/81,2023/24
GANDAKI,LAMJUNG,Barley,9.0,14.0,1.56,2080/81,2023/24
GANDAKI,TANAHU,Millet,6050.0,7017.0,1.16,2080/81,2023/24
GANDAKI,TANAHU,Buckwheat,125.0,127.0,1.02,2080/81,2023/24
GANDAKI,TANAHU,Barley,4.0,4.0,1.18,2080/81,2023/24
GANDAKI,KASKI,Millet,10152.0,15228.0,1.5,2080/81,2023/24
GANDAKI,KASKI,Buckwheat,8.0,9.0,1.13,2080/81,2023/24
GANDAKI,KASKI,Barley,5.0,5.0,1.2,2080/81,2023/24
GANDAKI,PARBAT,Millet,7340.0,7850.0,1.07,2080/81,2023/24
GANDAKI,PARBAT,Buckwheat,81.0,100.0,1.23,2080/81,2023/24
GANDAKI,PARBAT,Barley,53.0,54.0,1.02,2080/81,2023/24
GANDAKI,SYANGJA,Millet,11186.0,12305.0,1.1,2080/81,2023/24
GANDAKI,SYANGJA,Buckwheat,150.0,120.0,0.8,2080/81,2023/24
GANDAKI,SYANGJA,Barley,6.0,5.0,0.83,2080/81,2023/24
GANDAKI,MYAGDI,Millet,2450.0,3400.0,1.39,2080/81,2023/24
GANDAKI,MYAGDI,Buckwheat,150.0,165.0,1.1,2080/81,2023/24
GANDAKI,MYAGDI,Barley,250.0,360.0,1.44,2080/81,2023/24
GANDAKI,BAGLUNG,Millet,10300.0,13287.0,1.29,2080/81,2023/24
GANDAKI,BAGLUNG,Buckwheat,80.0,120.0,1.5,2080/81,2023/24
GANDAKI,BAGLUNG,Barley,95.0,141.0,1.48,2080/81,2023/24
GANDAKI,NAWALPARASIEAST,Millet,257.0,305.0,1.19,2080/81,2023/24
GANDAKI,NAWALPARASIEAST,Buckwheat,93.0,92.0,0.99,2080/81,2023/24
GANDAKI,NAWALPARASIEAST,Barley,138.0,172.0,1.25,2080/81,2023/24
LUMBINI,NAWALPARASIWEST,Millet,38.0,40.0,1.04,2080/81,2023/24
LUMBINI,NAWALPARASIWEST,Buckwheat,4.0,4.3,1.08,2080/81,2023/24
LUMBINI,NAWALPARASIWEST,Barley,9.0,10.7,1.19,2080/81,2023/24
LUMBINI,RUPANDEHI,Millet,28.0,32.0,1.16,2080/81,2023/24
LUMBINI,RUPANDEHI,Barley,65.0,105.5,1.62,2080/81,2023/24
LUMBINI,RUPANDEHI,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
LUMBINI,KAPILBASTU,Millet,N/A,N/A,N/A,2080/81,2023/24
LUMBINI,KAPILBASTU,Buckwheat,18.0,18.0,1.0,2080/81,2023/24
LUMBINI,KAPILBASTU,Barley,140.0,216.0,1.54,2080/81,2023/24
LUMBINI,PALPA,Millet,2363.0,3101.0,1.31,2080/81,2023/24
LUMBINI,PALPA,Buckwheat,210.0,233.0,1.11,2080/81,2023/24
LUMBINI,PALPA,Barley,110.0,124.3,1.13,2080/81,2023/24
LUMBINI,GULMI,Millet,2883.0,3690.0,1.28,2080/81,2023/24
LUMBINI,GULMI,Buckwheat,198.0,216.8,1.0,2080/81,2023/24
LUMBINI,GULMI,Barley,411.0,542.5,1.32,2080/81,2023/24
LUMBINI,ARGHAKHANCHI,Millet,490.0,596.0,1.0,2080/81,2023/24
LUMBINI,ARGHAKHANCHI,Buckwheat,96.0,105.9,1.1,2080/81,2023/24
LUMBINI,ARGHAKHANCHI,Barley,285.0,330.6,1.16,2080/81,2023/24
LUMBINI,ROLPA,Millet,1236.0,1618.0,1.31,2080/81,2023/24
LUMBINI,ROLPA,Buckwheat,91.0,97.3,1.07,2080/81,2023/24
LUMBINI,ROLPA,Barley,540.0,637.2,1.18,2080/81,2023/24
LUMBINI,DANG,Millet,14.0,19.0,1.0,2080/81,2023/24
LUMBINI,DANG,Buckwheat,32.0,38.8,1.0,2080/81,2023/24
LUMBINI,DANG,Barley,15.0,29.9,1.99,2080/81,2023/24
LUMBINI,BANKE,Millet,N/A,N/A,N/A,2080/81,2023/24
LUMBINI,BANKE,Barley,5.0,5.9,1.32,2080/81,2023/24
LUMBINI,BANKE,Buckwheat,N/A,N/A,N/A,2080/81,2023/24
LUMBINI,PYUTHAN,Millet,1885.0,2488.0,1.32,2080/81,2023/24
LUMBINI,PYUTHAN,Buckwheat,61.0,66.7,1.09,2080/81,2023/24
LUMBINI,PYUTHAN,Barley,544.0,587.5,1.08,2080/81,2023/24
LUMBINI,RUKUMEAST,Millet,350.0,458.0,1.31,2080/81,2023/24
LUMBINI,RUKUMEAST,Buckwheat,45.0,52.0,1.16,2080/81,2023/24
LUMBINI,RUKUMEAST,Barley,570.0,737.0,1.29,2080/81,2023/24
LUMBINI,BARDIYA,Millet,N/A,N/A,N/A,2080/81,2023/24
LUMBINI,BARDIYA,Barley,6.0,7.9,1.32,2080/81,2023/24
