Province,District,Crop,Area_Ha,Production_Mt,Yield_MtHa,Year_BS,Year_AD
MADHESH,SIRAHA,Millet,435,450,1.03,2076/77,2019/20
MADHESH,SIRAHA,Barley,N/A,N/A,N/A,2076/77,2019/20
MADHESH,SIRAHA,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
MADHESH,DHANUSHA,Millet,174,177,1.01,2076/77,2019/20
MADHESH,DHANUSHA,Barley,2,2,1.5,2076/77,2019/20
MADHESH,DHANUSHA,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
MADHESH,MAHOTTARI,Millet,N/A,N/A,N/A,2076/77,2019/20
MADHESH,MAHOTTARI,Barley,8,9,1.18,2076/77,2019/20
MADHESH,MAHOTTARI,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
MADHESH,SARLAHI,Millet,702,627,0.89,2076/77,2019/20
MADHESH,SARLAHI,Barley,62,71,1.14,2076/77,2019/20
MADHESH,SARLAHI,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
MADHESH,RAUTAHAT,Millet,70,73,1.04,2076/77,2019/20
MADHESH,RAUTAHAT,Barley,3,5,1.57,2076/77,2019/20
MADHESH,RAUTAHAT,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
MADHESH,BARA,Millet,75,87,1.15,2076/77,2019/20
MADHESH,BARA,Barley,38,85,2.23,2076/77,2019/20
MADHESH,BARA,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
MADHESH,PARSA,Millet,N/A,N/A,N/A,2076/77,2019/20
MADHESH,PARSA,Barley,29,42,1.46,2076/77,2019/20
MADHESH,PARSA,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
BAGMATI,DOLAKHA,Millet,3635,5133,1.41,2076/77,2019/20
BAGMATI,DOLAKHA,Barley,146,175,1.2,2076/77,2019/20
BAGMATI,DOLAKHA,Buckwheat,901,1097,1.22,2076/77,2019/20
BAGMATI,SINDHUPALCHOK,Millet,16952,22079,1.3,2076/77,2019/20
BAGMATI,SINDHUPALCHOK,Barley,172,205,1.19,2076/77,2019/20
BAGMATI,SINDHUPALCHOK,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
BAGMATI,RASUWA,Millet,828,814,0.98,2076/77,2019/20
BAGMATI,RASUWA,Barley,253,336,1.33,2076/77,2019/20
BAGMATI,RASUWA,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
BAGMATI,RAMECHAP,Millet,4831,5399,1.12,2076/77,2019/20
BAGMATI,RAMECHAP,Barley,63,85,1.35,2076/77,2019/20
BAGMATI,RAMECHAP,Buckwheat,16,17,1.03,2076/77,2019/20
BAGMATI,SINDHULI,Millet,11934,12163,1.02,2076/77,2019/20
BAGMATI,SINDHULI,Barley,41,65,1.59,2076/77,2019/20
BAGMATI,SINDHULI,Buckwheat,505,486,0.96,2076/77,2019/20
BAGMATI,KAVRE,Millet,3444,3490,1.01,2076/77,2019/20
BAGMATI,KAVRE,Barley,367,599,1.63,2076/77,2019/20
BAGMATI,KAVRE,Buckwheat,563,581,1.03,2076/77,2019/20
BAGMATI,BHAKTAPUR,Millet,115,155,1.35,2076/77,2019/20
BAGMATI,BHAKTAPUR,Barley,17,35,2.06,2076/77,2019/20
BAGMATI,BHAKTAPUR,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
BAGMATI,LALITPUR,Millet,572,646,1.13,2076/77,2019/20
BAGMATI,LALITPUR,Barley,38,55,1.45,2076/77,2019/20
BAGMATI,LALITPUR,Buckwheat,46,47,1.02,2076/77,2019/20
BAGMATI,KATHMANDU,Millet,613,742,1.21,2076/77,2019/20
BAGMATI,KATHMANDU,Barley,3,4,1.51,2076/77,2019/20
BAGMATI,KATHMANDU,Buckwheat,4,5,1.03,2076/77,2019/20
BAGMATI,NUWAKOT,Millet,5245,6926,1.32,2076/77,2019/20
BAGMATI,NUWAKOT,Barley,152,198,1.3,2076/77,2019/20
BAGMATI,NUWAKOT,Buckwheat,178,187,1.05,2076/77,2019/20
BAGMATI,DHADING,Millet,6940,7175,1.03,2076/77,2019/20
BAGMATI,DHADING,Barley,252,350,1.39,2076/77,2019/20
BAGMATI,DHADING,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
BAGMATI,MAKWANPUR,Millet,2773,3308,1.19,2076/77,2019/20
BAGMATI,MAKWANPUR,Barley,250,348,1.39,2076/77,2019/20
BAGMATI,MAKWANPUR,Buckwheat,185,202,1.09,2076/77,2019/20
BAGMATI,CHITWAN,Millet,1473,1645,1.12,2076/77,2019/20
BAGMATI,CHITWAN,Barley,18,34,1.87,2076/77,2019/20
BAGMATI,CHITWAN,Buckwheat,70,77,1.1,2076/77,2019/20
GANDAKI,MANANG,Millet,N/A,N/A,N/A,2076/77,2019/20
GANDAKI,MANANG,Barley,109,189,1.73,2076/77,2019/20
GANDAKI,MANANG,Buckwheat,262,491,1.88,2076/77,2019/20
GANDAKI,MUSTANG,Millet,N/A,N/A,N/A,2076/77,2019/20
GANDAKI,MUSTANG,Barley,254,471,1.85,2076/77,2019/20
GANDAKI,MUSTANG,Buckwheat,541,953,1.76,2076/77,2019/20
GANDAKI,GORKHA,Millet,11816,15654,1.32,2076/77,2019/20
GANDAKI,GORKHA,Barley,100,141,1.41,2076/77,2019/20
GANDAKI,GORKHA,Buckwheat,359,380,1.06,2076/77,2019/20
GANDAKI,LAMJUNG,Millet,7708,8331,1.08,2076/77,2019/20
GANDAKI,LAMJUNG,Barley,39,57,1.46,2076/77,2019/20
GANDAKI,LAMJUNG,Buckwheat,16,15,0.94,2076/77,2019/20
GANDAKI,TANAHU,Millet,6656,6587,0.99,2076/77,2019/20
GANDAKI,TANAHU,Barley,6,6,1.03,2076/77,2019/20
GANDAKI,TANAHU,Buckwheat,176,176,1.0,2076/77,2019/20
GANDAKI,KASKI,Millet,15434,20706,1.34,2076/77,2019/20
GANDAKI,KASKI,Barley,109,175,1.61,2076/77,2019/20
GANDAKI,KASKI,Buckwheat,12,14,1.19,2076/77,2019/20
GANDAKI,PARBAT,Millet,8499,8417,0.99,2076/77,2019/20
GANDAKI,PARBAT,Barley,81,105,1.3,2076/77,2019/20
GANDAKI,PARBAT,Buckwheat,50,51,1.01,2076/77,2019/20
GANDAKI,SYANGJA,Millet,15926,20004,1.26,2076/77,2019/20
GANDAKI,SYANGJA,Barley,4,6,1.65,2076/77,2019/20
GANDAKI,SYANGJA,Buckwheat,221,220,1.0,2076/77,2019/20
GANDAKI,MYAGDI,Millet,2530,3296,1.3,2076/77,2019/20
GANDAKI,MYAGDI,Barley,279,372,1.33,2076/77,2019/20
GANDAKI,MYAGDI,Buckwheat,144,142,0.99,2076/77,2019/20
GANDAKI,BAGLUNG,Millet,18255,22856,1.25,2076/77,2019/20
GANDAKI,BAGLUNG,Barley,774,1137,1.47,2076/77,2019/20
GANDAKI,BAGLUNG,Buckwheat,79,112,1.42,2076/77,2019/20
GANDAKI,NAWALPARASIEAST,Millet,256,287,1.12,2076/77,2019/20
GANDAKI,NAWALPARASIEAST,Barley,8,10,1.25,2076/77,2019/20
GANDAKI,NAWALPARASIEAST,Buckwheat,80,79,0.99,2076/77,2019/20
LUMBINI,PALPA,Millet,2655,3109,1.17,2076/77,2019/20
LUMBINI,PALPA,Barley,19,35,1.83,2076/77,2019/20
LUMBINI,PALPA,Buckwheat,410,407,0.99,2076/77,2019/20
LUMBINI,GULMI,Millet,2896,3261,1.13,2076/77,2019/20
LUMBINI,GULMI,Barley,243,424,1.75,2076/77,2019/20
LUMBINI,GULMI,Buckwheat,203,245,1.21,2076/77,2019/20
LUMBINI,ARGHAKHANCHI,Millet,505,568,1.12,2076/77,2019/20
LUMBINI,ARGHAKHANCHI,Barley,200,386,1.93,2076/77,2019/20
LUMBINI,ARGHAKHANCHI,Buckwheat,236,216,0.92,2076/77,2019/20
LUMBINI,NAWALPARASIWEST,Millet,226,234,1.04,2076/77,2019/20
LUMBINI,NAWALPARASIWEST,Barley,5,6,1.23,2076/77,2019/20
LUMBINI,NAWALPARASIWEST,Buckwheat,76,75,0.99,2076/77,2019/20
LUMBINI,RUPANDEHI,Millet,46,52,1.13,2076/77,2019/20
LUMBINI,RUPANDEHI,Barley,74,188,2.54,2076/77,2019/20
LUMBINI,RUPANDEHI,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
LUMBINI,KAPILBASTU,Millet,N/A,N/A,N/A,2076/77,2019/20
LUMBINI,KAPILBASTU,Barley,177,330,1.87,2076/77,2019/20
LUMBINI,KAPILBASTU,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
LUMBINI,DANG,Millet,14,15,1.06,2076/77,2019/20
LUMBINI,DANG,Barley,23,28,1.23,2076/77,2019/20
LUMBINI,DANG,Buckwheat,17,17,1.0,2076/77,2019/20
LUMBINI,BANKE,Millet,N/A,N/A,N/A,2076/77,2019/20
LUMBINI,BANKE,Barley,8,11,1.38,2076/77,2019/20
LUMBINI,BANKE,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
LUMBINI,BARDIYA,Millet,N/A,N/A,N/A,2076/77,2019/20
LUMBINI,BARDIYA,Barley,8,12,1.5,2076/77,2019/20
LUMBINI,BARDIYA,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
LUMBINI,RUKUMEAST,Millet,468,597,1.27,2076/77,2019/20
LUMBINI,RUKUMEAST,Barley,413,528,1.28,2076/77,2019/20
LUMBINI,RUKUMEAST,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
LUMBINI,PYUTHAN,Millet,2182,2672,1.22,2076/77,2019/20
LUMBINI,PYUTHAN,Barley,468,764,1.63,2076/77,2019/20
LUMBINI,PYUTHAN,Buckwheat,11,11,1.02,2076/77,2019/20
LUMBINI,ROLPA,Millet,1113,1276,1.15,2076/77,2019/20
LUMBINI,ROLPA,Barley,556,661,1.19,2076/77,2019/20
LUMBINI,ROLPA,Buckwheat,108,98,0.91,2076/77,2019/20
KARNALI,DOLPA,Millet,277,305,1.10,2076/77,2019/20
KARNALI,DOLPA,Barley,354,355,1.00,2076/77,2019/20
KARNALI,DOLPA,Buckwheat,646,679,1.05,2076/77,2019/20
KARNALI,MUGU,Millet,4218,4126,0.98,2076/77,2019/20
KARNALI,MUGU,Barley,1034,1158,1.12,2076/77,2019/20
KARNALI,MUGU,Buckwheat,456,433,0.95,2076/77,2019/20
KARNALI,HUMLA,Millet,1294,1383,1.07,2076/77,2019/20
KARNALI,HUMLA,Barley,622,812,1.3,2076/77,2019/20
KARNALI,HUMLA,Buckwheat,636,773,1.22,2076/77,2019/20
KARNALI,JUMLA,Millet,3696,3924,1.06,2076/77,2019/20
KARNALI,JUMLA,Barley,3405,5819,1.71,2076/77,2019/20
KARNALI,JUMLA,Buckwheat,79,83,1.04,2076/77,2019/20
KARNALI,KALIKOT,Millet,1227,1399,1.09,2076/77,2019/20
KARNALI,KALIKOT,Barley,821,1298,1.58,2076/77,2019/20
KARNALI,KALIKOT,Buckwheat,112,128,1.14,2076/77,2019/20
KARNALI,RUKUMWEST,Millet,461,623,1.35,2076/77,2019/20
KARNALI,RUKUMWEST,Barley,41,518,1.25,2076/77,2019/20
KARNALI,RUKUMWEST,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
KARNALI,SALYAN,Millet,1020,1194,1.17,2076/77,2019/20
KARNALI,SALYAN,Barley,950,1276,1.34,2076/77,2019/20
KARNALI,SALYAN,Buckwheat,60,71,1.19,2076/77,2019/20
KARNALI,JAJARKOT,Millet,1813,1855,1.02,2076/77,2019/20
KARNALI,JAJARKOT,Barley,616,699,1.14,2076/77,2019/20
KARNALI,JAJARKOT,Buckwheat,28,27,0.94,2076/77,2019/20
KARNALI,DAILEKH,Millet,2538,2698,1.06,2076/77,2019/20
KARNALI,DAILEKH,Barley,181,236,1.3,2076/77,2019/20
KARNALI,DAILEKH,Buckwheat,26,26,1.0,2076/77,2019/20
KARNALI,SURKHET,Millet,2215,2957,1.34,2076/77,2019/20
KARNALI,SURKHET,Barley,931,1424,1.53,2076/77,2019/20
KARNALI,SURKHET,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
SUDURPASHCHIM,BAJURA,Millet,2494,2531,1.02,2076/77,2019/20
SUDURPASHCHIM,BAJURA,Barley,976,990,1.01,2076/77,2019/20
SUDURPASHCHIM,BAJURA,Buckwheat,7,11,1.54,2076/77,2019/20
